param d:     1    2:=
1 19.0 1.526
2 1.0 1.76286
3 1.0 2.92254
4 17.0 2.49139
5 1.0 3.93976
6 14.0 2.92064
7 1.0 3.83818
8 6.0 2.48916
9 1.0 3.93764
10 3.0 2.91968
11 3.0 3.52256
12 2.0 4.31392
13 2.0 4.57648
14 1.0 4.97832
15 1.0 3.83311
16 2.0 4.31134
17 1.0 3.83744
18 1.0 2.49026
19 3.0 1.52235
20 1.0 4.30749
21 1.0 4.57161
22 1.0 4.31262
23 2.0 2.48804
24 2.0 3.83745
25 4.0 4.31457
26 2.0 3.83962
27 1.0 4.31327
28 1.0 3.836
29 1.0 4.98055
30 2.0 4.57588
31 2.0 3.52257
32 1.0 4.97942
33 1.0 3.83455
34 1.0 4.3107
35 1.0 4.57406
36 3.0 3.521
37 2.0 2.9197
38 1.0 4.30554
39 1.0 4.97719
40 1.0 3.83527
41 1.0 2.48581
42 1.0 2.91684
43 1.0 2.92066
44 1.0 2.49029
45 1.0 1.52236
46 1.0 4.56797
47 1.0 4.31006
48 2.0 2.91588
49 1.0 2.4847
50 1.0 2.91685
51 1.0 2.48919
52 1.0 2.91971
53 1.0 2.48805
54 1.0 4.57101
55 1.0 3.51783
56 1.0 2.48582
57 1.0 1.52056
58 1.0 2.48806
59 1.0 2.91778
60 1.0 4.31264
61 1.0 4.57527
62 1.0 4.5704
63 1.0 3.51625
64 2.0 2.91587
65 1.0 2.48803
66 1.0 0.00669
67 1.0 1.52237
68 1.0 3.83601
69 1.0 4.31265
70 1.0 4.97495
71 1.0 4.31068
72 1.0 2.48579
73 1.0 2.91967
74 1.0 2.49249
75 1.0 1.52963
76 1.0 0.00499
77 1.0 2.48693
78 1.0 2.9178
;
param m :=78;
param l :=20;
end;
