
 51.0 1.526
 1.0 1.76286
 48.0 2.49139
 1.0 1.76128
 38.0 2.92064
 2.0 2.92159
 7.0 3.52256
 1.0 3.93905
 4.0 4.57648
 3.0 4.57587
 3.0 5.56991
 1.0 5.84175
 1.0 6.7651
 4.0 5.57041
 11.0 4.31457
 9.0 3.83962
 1.0 6.76428
 1.0 7.8774
 2.0 6.76551
 7.0 5.21015
 4.0 4.98278
 1.0 7.26157
 2.0 8.40074
 2.0 7.47305
 2.0 6.2892
 3.0 5.56942
 4.0 8.02315
 1.0 8.98097
 1.0 7.04513
 1.0 9.15235
 1.0 10.08033
 2.0 8.98158
 1.0 8.76143
 1.0 9.64708
 1.0 8.40073
 1.0 7.47118
 1.0 7.20773
 2.0 6.59074
 1.0 5.21014
 2.0 4.31392
 4.0 2.91968
 19.0 2.48916
 1.0 8.06914
 1.0 9.10876
 1.0 7.87668
 2.0 6.76263
 1.0 6.58821
 1.0 6.28875
 2.0 4.98165
 1.0 3.83744
 3.0 2.49026
 4.0 1.52235
 1.0 7.87598
 1.0 6.76468
 2.0 5.56891
 1.0 5.208
 1.0 4.98053
 1.0 3.83816
 1.0 2.48915
 1.0 1.52599
 4.0 0.00446
 6.0 1.52236
 1.0 7.26386
 1.0 8.40271
 1.0 7.47526
 2.0 6.29184
 3.0 5.5714
 1.0 5.2112
 2.0 4.31584
 1.0 2.92253
 2.0 2.49361
 1.0 1.52963
 1.0 6.29229
 2.0 7.4749
 1.0 6.76796
 1.0 5.57439
 3.0 4.5789
 4.0 4.3152
 1.0 3.84033
 1.0 2.92443
 2.0 2.49585
 3.0 1.52602
 2.0 2.48804
 7.0 3.83745
 1.0 5.84318
 1.0 7.20965
 1.0 6.59368
 1.0 5.2144
 1.0 4.57525
 1.0 4.31519
 2.0 2.92158
 1.0 3.52571
 3.0 2.92445
 2.0 3.836
 2.0 4.98055
 1.0 7.21043
 1.0 8.63041
 1.0 8.02729
 1.0 6.59495
 1.0 5.77613
 2.0 6.10125
 1.0 5.77612
 2.0 3.52572
 3.0 2.91874
 1.0 4.31134
 2.0 5.20802
 4.0 4.57588
 9.0 3.52257
 1.0 8.07155
 1.0 9.44452
 1.0 8.63105
 1.0 7.21081
 1.0 6.5899
 1.0 6.76345
 1.0 4.57526
 1.0 2.48692
 1.0 3.83455
 1.0 4.3107
 2.0 4.57406
 3.0 3.521
 6.0 2.9197
 1.0 9.64679
 1.0 8.76333
 1.0 7.47379
 2.0 6.76387
 2.0 6.58864
 1.0 5.77372
 1.0 4.31328
 3.0 3.8389
 1.0 2.49251
 1.0 2.48581
 1.0 2.91684
 1.0 2.92066
 6.0 2.49029
 1.0 9.15387
 2.0 10.38391
 1.0 9.64939
 1.0 8.40405
 1.0 7.47417
 1.0 7.2085
 2.0 6.59075
 1.0 5.21121
 3.0 4.9839
 1.0 3.84253
 2.0 2.49252
 2.0 4.5765
 3.0 4.31588
 3.0 3.83964
 1.0 10.38499
 1.0 11.68493
 1.0 10.9669
 1.0 9.65054
 1.0 8.76429
 1.0 8.62913
 1.0 8.02384
 1.0 6.59117
 1.0 6.29053
 1.0 4.98389
 1.0 4.31199
 1.0 4.57285
 2.0 5.56843
 3.0 5.20963
 3.0 4.98168
 2.0 3.83746
 7.0 4.31393
 4.0 4.57649
 1.0 11.27821
 1.0 12.5474
 1.0 11.68397
 1.0 9.64709
 1.0 9.44276
 1.0 8.6272
 1.0 7.20735
 1.0 6.58906
 3.0 5.20961
 6.0 4.31264
 1.0 4.57162
 1.0 4.30813
 1.0 5.20589
 1.0 4.97945
 1.0 5.20856
 1.0 4.31136
 2.0 5.20855
 2.0 5.56992
 1.0 11.78228
 1.0 12.9422
 1.0 12.04256
 1.0 10.85792
 1.0 10.07923
 1.0 9.64536
 1.0 8.76049
 1.0 7.47157
 1.0 6.76347
 2.0 5.57043
 1.0 4.31071
 1.0 3.83386
 1.0 4.97946
 1.0 5.21018
 1.0 5.56944
 1.0 4.57346
 2.0 5.56743
 1.0 6.28877
 1.0 10.71166
 1.0 11.77968
 1.0 10.85536
 1.0 9.76562
 1.0 8.97882
 1.0 8.39744
 1.0 7.46934
 1.0 6.28701
 1.0 5.56844
 2.0 4.57711
 3.0 3.52259
 1.0 2.91685
 1.0 2.48809
 1.0 3.83895
 2.0 4.31654
 1.0 4.5759
 1.0 3.51944
 2.0 4.57163
 1.0 11.51394
 1.0 12.45115
 1.0 11.51321
 1.0 10.56614
 1.0 9.76478
 1.0 8.97727
 1.0 8.01971
 1.0 7.04358
 1.0 6.28835
 1.0 5.57195
 1.0 4.57772
 1.0 3.52102
 1.0 2.92165
 1.0 4.3172
 1.0 5.21446
 1.0 5.57095
 1.0 4.57408
 1.0 5.56544
 2.0 6.76224
 1.0 6.58907
 1.0 5.77519
 1.0 10.7096
 1.0 11.5108
 1.0 10.56299
 1.0 9.76336
 1.0 8.97697
 1.0 8.01764
 1.0 7.04043
 1.0 6.28659
 1.0 5.56896
 2.0 5.21286
 1.0 2.92069
 1.0 2.49704
 1.0 3.84548
 1.0 4.9884
 1.0 5.21179
 1.0 4.31267
 1.0 5.20429
 1.0 6.58654
 1.0 6.10128
 2.0 4.57528
 1.0 9.76479
 1.0 10.56457
 1.0 9.7645
 1.0 8.97977
 1.0 8.02111
 1.0 7.04201
 1.0 6.28747
 1.0 5.56996
 1.0 4.98728
 1.0 3.84328
 1.0 2.4959
 1.0 2.93115
 1.0 4.32427
 1.0 5.21819
 1.0 4.98505
 1.0 3.83894
 1.0 4.30879
 1.0 5.77037
 1.0 6.09762
 1.0 5.77374
 1.0 4.31329
 2.0 3.83601
 1.0 8.80644
 1.0 9.7662
 1.0 8.9813
 1.0 8.02422
 1.0 7.04516
 1.0 6.28834
 2.0 5.57044
 1.0 4.57773
 3.0 4.31847
 1.0 3.84473
 1.0 2.49589
 1.0 1.5315
 1.0 2.49922
 1.0 3.84689
 1.0 4.32104
 1.0 3.84183
 1.0 2.49143
 1.0 2.9159
 1.0 4.31007
 1.0 4.312
 3.0 2.91875
 1.0 2.48693
 1.0 9.77047
 1.0 10.86023
 1.0 10.0831
 1.0 8.98532
 1.0 8.02663
 1.0 7.47492
 1.0 6.76717
 1.0 5.57342
 1.0 5.21444
 1.0 4.32039
 1.0 2.92637
 1.0 2.49364
 1.0 2.92353
 1.0 4.58077
 1.0 4.31782
 1.0 2.92258
 4.0 4.31394
 3.0 3.83892
 1.0 2.49141
 1.0 1.52419
 2.0 2.48805
 1.0 10.71892
 1.0 11.78652
 1.0 11.14432
 1.0 10.08558
 2.0 8.98624
 1.0 8.40472
 1.0 7.88094
 1.0 6.76964
 1.0 6.59583
 1.0 5.78194
 1.0 4.32103
 1.0 3.84327
 1.0 5.78003
 2.0 6.10677
 1.0 5.77906
 1.0 4.31718
 1.0 5.57093
 3.0 5.21016
 2.0 4.98279
 1.0 3.84037
 2.0 2.4914
 2.0 2.92065
 1.0 2.91971
 1.0 10.08586
 1.0 11.14483
 1.0 10.68356
 1.0 9.6543
 1.0 8.40737
 1.0 7.88235
 1.0 7.63274
 2.0 6.59667
 1.0 6.77129
 2.0 6.10857
 1.0 4.58257
 1.0 4.32038
 1.0 5.21551
 1.0 6.59626
 1.0 6.76924
 1.0 6.10493
 1.0 4.57894
 1.0 4.31524
 3.0 5.20909
 1.0 4.97832
 1.0 3.51942
 4.0 4.31265
 1.0 11.2856
 1.0 12.30413
 1.0 11.95293
 1.0 10.97249
 2.0 9.65487
 1.0 9.1161
 1.0 8.98779
 1.0 8.03044
 1.0 8.26874
 1.0 7.63457
 1.0 5.78145
 1.0 6.59627
 1.0 8.02977
 1.0 8.26673
 1.0 7.63093
 1.0 6.10494
 1.0 5.77664
 1.0 6.59034
 1.0 6.287
 1.0 6.58949
 1.0 5.77567
 1.0 4.57467
 2.0 5.56943
 1.0 12.04672
 1.0 12.94521
 1.0 12.55029
 1.0 11.68779
 1.0 10.38686
 1.0 9.64969
 1.0 9.44719
 1.0 8.63302
 1.0 8.7675
 1.0 8.26774
 1.0 6.77047
 1.0 6.7705
 1.0 8.26776
 1.0 8.76782
 1.0 8.26438
 1.0 6.76637
 1.0 6.58909
 1.0 7.62472
 2.0 7.4697
 1.0 7.62581
 1.0 6.59035
 1.0 6.29011
 1.0 5.21017
 1.0 4.57527
 1.0 12.57996
 1.0 13.50016
 1.0 12.94327
 1.0 12.04488
 1.0 10.8592
 1.0 10.07951
 1.0 9.64739
 1.0 8.76431
 1.0 8.6311
 1.0 8.02769
 1.0 6.59457
 1.0 5.77762
 1.0 6.10496
 1.0 7.63096
 1.0 8.2654
 1.0 8.02492
 2.0 6.59036
 1.0 6.76184
 1.0 7.87459
 1.0 7.62435
 2.0 7.47195
 2.0 6.28878
 1.0 4.98056
 1.0 5.57094
 1.0 4.57651
 1.0 3.83747
 1.0 13.50469
 1.0 14.52697
 1.0 13.95534
 1.0 12.94778
 1.0 11.78675
 1.0 11.14183
 1.0 10.67966
 1.0 9.65084
 1.0 9.44778
 2.0 8.63431
 1.0 7.21392
 1.0 6.59331
 1.0 6.76721
 1.0 8.26507
 1.0 8.76687
 1.0 8.63174
 1.0 7.21008
 1.0 7.47269
 1.0 8.40174
 1.0 7.87741
 1.0 7.62837
 1.0 6.59203
 2.0 5.21122
 1.0 5.21283
 1.0 4.5771
 2.0 5.20962
 1.0 4.98054
 1.0 12.82905
 1.0 13.95733
 1.0 13.41942
 1.0 12.30479
 1.0 11.14581
 1.0 10.68173
 1.0 10.27442
 1.0 9.11488
 1.0 8.02975
 1.0 6.59624
 1.0 6.29275
 1.0 6.59289
 1.0 8.027
 1.0 8.26572
 1.0 8.02699
 1.0 6.59288
 1.0 6.76635
 1.0 7.47491
 1.0 6.76593
 1.0 6.59244
 1.0 5.77758
 1.0 4.3165
 1.0 3.84107
 1.0 4.31715
 1.0 3.84036
 1.0 4.31586
 1.0 3.83889
 1.0 12.30637
 1.0 13.42087
 1.0 13.04036
 1.0 11.95524
 1.0 10.68588
 1.0 10.27657
 1.0 10.08611
 1.0 8.98839
 1.0 9.11701
 1.0 8.26973
 1.0 6.77209
 1.0 6.59582
 1.0 7.21315
 1.0 8.76812
 1.0 8.26637
 1.0 6.76881
 1.0 6.5937
 1.0 7.21158
 1.0 6.592
 1.0 6.76715
 1.0 6.1049
 1.0 4.31714
 1.0 5.21335
 1.0 5.21175
 2.0 6.28964
 1.0 5.21013
 1.0 11.82631
 1.0 13.04227
 1.0 12.7117
 1.0 11.52812
 1.0 10.28089
 1.0 10.0883
 1.0 9.97222
 1.0 8.77156
 1.0 8.98992
 1.0 8.03249
 1.0 6.59832
 1.0 6.77044
 1.0 7.47714
 1.0 8.7681
 1.0 8.63428
 1.0 8.02904
 1.0 6.5958
 1.0 6.29494
 2.0 6.59537
 1.0 5.77804
 1.0 6.10488
 1.0 5.77948
 1.0 4.31841
 1.0 3.84178
 1.0 4.985
 1.0 5.21227
 1.0 5.5719
 1.0 6.29052
 1.0 7.0467
 1.0 6.28919
 1.0 5.5704
 1.0 4.57828
 1.0 3.52413
 1.0 11.52957
 1.0 12.71301
 1.0 12.56043
 1.0 11.4291
 1.0 10.0927
 1.0 9.97445
 1.0 10.0905
 1.0 8.99208
 1.0 9.4548
 1.0 8.63941
 1.0 7.21774
 1.0 7.48011
 1.0 8.40703
 1.0 9.65429
 1.0 9.4507
 1.0 8.63556
 1.0 7.21543
 1.0 6.59748
 1.0 6.77042
 1.0 6.10487
 1.0 6.76836
 1.0 5.21439
 1.0 4.98499
 1.0 6.29273
 1.0 6.59286
 1.0 6.76674
 1.0 7.47416
 1.0 8.02453
 1.0 7.04512
 1.0 6.29007
 1.0 5.57289
 1.0 4.57829
 1.0 12.83746
 1.0 13.96546
 1.0 13.88244
 1.0 12.80773
 1.0 11.42886
 1.0 11.2552
 1.0 11.42595
 1.0 10.39432
 1.0 10.86839
 1.0 10.09051
 1.0 8.63813
 2.0 8.77
 1.0 9.65314
 1.0 10.97122
 1.0 10.86431
 1.0 10.08666
 1.0 8.63557
 1.0 8.03042
 1.0 8.26768
 1.0 7.63087
 1.0 8.26566
 1.0 8.02833
 1.0 6.59453
 1.0 6.29272
 1.0 7.47639
 1.0 7.62908
 1.0 7.87881
 1.0 8.40173
 1.0 8.98159
 1.0 8.02246
 1.0 7.47341
 1.0 6.76714
 1.0 4.57647
 1.0 3.52098
 3.0 4.57405
 1.0 13.28018
 1.0 14.31889
 1.0 14.18301
 1.0 13.19242
 1.0 11.79355
 1.0 11.42327
 1.0 11.52427
 1.0 10.57662
 1.0 10.97222
 1.0 10.27874
 1.0 8.63429
 1.0 9.44837
 1.0 10.8628
 1.0 10.9692
 1.0 10.27496
 1.0 8.76683
 1.0 8.26535
 1.0 8.76586
 1.0 8.26297
 1.0 8.76459
 1.0 8.264
 1.0 6.76633
 1.0 6.59201
 1.0 7.62872
 1.0 7.47306
 1.0 7.62654
 1.0 7.87529
 1.0 8.39909
 2.0 7.20734
 1.0 5.2096
 1.0 4.31391
 1.0 2.91873
 1.0 3.51941
 1.0 12.33887
 1.0 13.27621
 1.0 13.18864
 1.0 12.30771
 1.0 10.86685
 1.0 10.39005
 1.0 10.57505
 1.0 9.77471
 1.0 10.27767
 1.0 9.775
 1.0 8.26839
 1.0 8.02906
 1.0 8.98626
 1.0 10.38876
 1.0 10.57297
 1.0 9.77103
 2.0 8.26503
 1.0 7.62909
 1.0 8.26231
 1.0 8.02244
 1.0 8.62912
 1.0 8.02454
 1.0 6.76511
 1.0 7.87812
 1.0 7.62692
 1.0 7.6251
 1.0 7.8746
 1.0 6.76101
 1.0 4.98166
 1.0 2.49028
 1.0 2.91779
 1.0 10.97221
 1.0 11.95244
 1.0 11.7898
 1.0 10.86634
 1.0 9.45216
 1.0 8.98776
 1.0 9.1167
 1.0 8.26871
 1.0 8.77001
 1.0 8.26906
 1.0 6.77128
 1.0 7.63276
 1.0 8.9875
 1.0 9.11459
 1.0 6.768
 1.0 6.10309
 1.0 6.58736
 1.0 6.59076
 1.0 5.56893
 1.0 6.76471
 1.0 6.58993
 1.0 6.7639
 1.0 5.56794
 1.0 5.20908
 1.0 3.83963
 1.0 4.31523
 1.0 10.4344
 1.0 11.5291
 1.0 11.42888
 1.0 10.39834
 1.0 8.99549
 1.0 8.77569
 1.0 8.99457
 1.0 8.03665
 1.0 8.64201
 1.0 8.03597
 1.0 6.60171
 1.0 6.77539
 1.0 7.88659
 1.0 9.12008
 1.0 8.98995
 1.0 8.03182
 1.0 6.59919
 1.0 5.78336
 1.0 6.10672
 1.0 5.7766
 1.0 6.59327
 2.0 6.29451
 1.0 4.98613
 1.0 5.21229
 1.0 6.5933
 1.0 6.76759
 1.0 6.59372
 1.0 7.21199
 1.0 7.47641
 1.0 6.29187
 1.0 5.57341
 1.0 5.21548
 1.0 4.31908
 1.0 4.98391
 1.0 5.2123
 1.0 2.92161
 1.0 11.53391
 1.0 12.71738
 1.0 12.56486
 1.0 11.43349
 1.0 10.09711
 1.0 9.97891
 1.0 10.09491
 1.0 8.99641
 1.0 9.45892
 1.0 8.64328
 1.0 7.2216
 1.0 7.48383
 1.0 8.41034
 1.0 9.65775
 1.0 9.45423
 1.0 8.63943
 1.0 7.21929
 1.0 6.6017
 1.0 6.77453
 1.0 6.10852
 1.0 6.77166
 1.0 6.59875
 1.0 5.21761
 1.0 4.98724
 1.0 6.59456
 1.0 6.76922
 1.0 7.4764
 1.0 8.02731
 1.0 7.04828
 1.0 6.29361
 1.0 5.57589
 1.0 4.58072
 1.0 12.84049
 1.0 13.96824
 1.0 13.88523
 1.0 12.81076
 1.0 11.43177
 1.0 11.25766
 1.0 11.42838
 1.0 10.39699
 1.0 10.87094
 1.0 10.09327
 1.0 8.64071
 1.0 8.7719
