param d:     1    2:=
1 50.0 1.526
2 1.0 1.76286
3 1.0 2.92254
4 47.0 2.49139
5 1.0 3.05109
6 35.0 2.92064
7 5.0 3.52257
8 1.0 1.75971
9 4.0 2.9197
10 14.0 2.48916
11 3.0 4.31393
12 6.0 3.83745
13 16.0 4.31457
14 12.0 3.83962
15 1.0 3.93624
16 8.0 4.98055
17 5.0 4.98278
18 4.0 4.57587
19 12.0 3.52256
20 2.0 4.31327
21 2.0 4.57526
22 1.0 3.52098
23 5.0 2.91968
24 2.0 4.31328
25 3.0 2.91873
26 2.0 3.52099
27 1.0 2.91874
28 2.0 4.57527
29 3.0 3.83818
30 2.0 4.57649
31 1.0 4.57405
32 1.0 4.97832
33 3.0 4.31392
34 7.0 4.57648
35 2.0 4.57344
36 1.0 4.31134
37 3.0 3.83744
38 2.0 2.49026
39 3.0 1.52235
40 2.0 4.9783
41 1.0 4.57647
42 3.0 2.48915
43 2.0 1.52599
44 1.0 0.00446
45 2.0 1.52236
46 1.0 4.97607
47 1.0 4.31583
48 1.0 2.92158
49 4.0 2.48692
50 2.0 2.91872
51 1.0 2.49249
52 2.0 2.48805
53 1.0 3.83815
54 1.0 2.91398
55 1.0 3.5194
56 1.0 2.92063
57 2.0 3.83601
58 1.0 4.57039
59 1.0 4.30683
60 1.0 3.83382
61 3.0 2.48803
62 1.0 1.51691
63 1.0 2.48248
64 1.0 2.91588
65 1.0 2.91875
66 1.0 4.31136
67 1.0 4.57464
68 2.0 4.97606
69 1.0 4.5722
70 1.0 3.51623
71 1.0 2.91206
72 2.0 2.48691
73 2.0 1.5278
74 1.0 0.01135
75 1.0 1.51692
76 1.0 2.92159
77 1.0 3.52258
78 1.0 4.57345
79 2.0 4.31261
80 1.0 2.91681
81 2.0 2.92348
82 3.0 2.49805
83 1.0 1.53509
84 1.0 0.00945
85 1.0 1.52417
86 1.0 2.49361
87 1.0 2.9216
88 1.0 3.51942
89 1.0 3.8367
90 3.0 4.31711
91 1.0 3.84465
92 1.0 2.49247
93 2.0 2.92442
94 2.0 2.4925
95 1.0 4.98165
96 1.0 4.57707
97 2.0 4.31648
98 1.0 4.98943
99 1.0 3.84755
100 1.0 2.92536
101 1.0 3.52727
102 1.0 4.98053
103 2.0 4.31262
104 1.0 2.48804
105 1.0 4.57949
106 2.0 4.32098
107 2.0 2.92728
108 1.0 2.49582
109 2.0 3.83599
110 1.0 2.91779
111 3.0 4.31264
112 1.0 4.57888
113 1.0 3.5257
114 1.0 2.92441
115 2.0 2.49358
116 1.0 1.52598
117 1.0 0.00444
118 2.0 4.31263
119 1.0 4.57948
120 2.0 4.3184
121 1.0 3.84248
122 1.0 1.52961
123 1.0 2.49471
124 1.0 2.92157
125 1.0 3.52254
126 1.0 2.91871
127 1.0 2.49137
128 1.0 2.91969
129 1.0 2.92251
130 1.0 2.49583
131 1.0 2.49472
132 1.0 2.92156
133 1.0 2.48913
134 1.0 2.92253
135 1.0 4.57404
136 1.0 3.84394
137 1.0 3.84322
138 1.0 4.31647
139 1.0 3.83888
140 1.0 4.31713
141 1.0 4.57709
142 1.0 4.5807
143 1.0 4.31582
144 1.0 4.98052
;
param m :=144;
param l :=50;
end;
