param d:     1    2:=
1 49.0 1.526
2 1.0 1.76286
3 1.0 2.92254
4 47.0 2.49139
5 1.0 3.94047
6 15.0 3.83962
7 1.0 4.5777
8 16.0 4.31457
9 32.0 2.92064
10 1.0 3.93835
11 8.0 3.83745
12 14.0 2.48916
13 2.0 3.83891
14 8.0 4.31393
15 7.0 2.9197
16 9.0 3.52257
17 5.0 4.57649
18 2.0 4.97832
19 3.0 4.57528
20 4.0 4.31264
21 6.0 4.98278
22 5.0 4.98055
23 4.0 4.3133
24 1.0 3.83892
25 2.0 2.49029
26 4.0 2.91875
27 2.0 2.4903
28 1.0 1.52419
29 3.0 2.91968
30 4.0 3.52256
31 1.0 4.57651
32 1.0 4.31395
33 1.0 3.8382
34 2.0 4.31329
35 2.0 4.57527
36 3.0 3.52099
37 1.0 2.92065
38 3.0 2.49028
39 2.0 3.83818
40 2.0 4.31392
41 1.0 4.57648
42 1.0 4.57773
43 1.0 3.52418
44 1.0 2.92067
45 1.0 2.91873
46 2.0 4.57587
47 1.0 4.58078
48 1.0 3.52578
49 1.0 2.9245
50 1.0 2.49143
51 1.0 2.92161
52 1.0 4.57526
53 1.0 4.31327
54 2.0 3.8389
55 1.0 4.31456
56 1.0 4.58201
57 1.0 4.31977
58 1.0 3.84111
59 1.0 4.31588
60 1.0 4.57467
61 2.0 4.98167
62 2.0 4.98281
63 1.0 4.97944
64 1.0 4.57405
65 3.0 4.31265
66 2.0 4.98506
67 2.0 4.57588
68 1.0 4.31074
69 1.0 3.83677
70 2.0 4.30944
71 1.0 4.57347
72 1.0 4.98168
73 1.0 4.56799
74 1.0 4.30879
75 1.0 4.30882
76 1.0 4.57411
77 1.0 4.98622
78 1.0 4.97943
79 1.0 3.836
80 2.0 2.48804
81 2.0 1.52235
82 1.0 4.98284
83 1.0 4.57346
84 2.0 1.52602
85 1.0 0.00446
86 1.0 1.52236
87 1.0 4.31523
88 1.0 2.92066
89 2.0 2.49252
90 1.0 4.57345
91 1.0 3.51942
92 1.0 2.48917
93 1.0 3.83746
94 1.0 4.57104
95 1.0 3.51627
96 1.0 2.91399
97 1.0 2.48695
98 1.0 4.31136
99 2.0 4.56798
100 1.0 4.30749
101 1.0 3.83385
102 1.0 4.31201
103 1.0 4.30362
104 1.0 4.30169
105 1.0 3.82513
106 1.0 4.30425
107 1.0 3.83167
108 1.0 4.97833
109 1.0 4.96603
110 1.0 4.30299
111 1.0 2.90924
112 1.0 2.47687
113 1.0 2.90921
114 1.0 2.4836
115 1.0 3.83457
116 1.0 4.97497
117 1.0 3.83601
118 1.0 4.57042
119 1.0 3.51785
120 1.0 2.91398
121 1.0 2.48245
122 1.0 1.51873
123 1.0 2.48694
124 1.0 3.83384
125 1.0 2.91874
126 1.0 4.56858
127 1.0 4.30682
128 1.0 3.83164
129 1.0 2.48357
130 1.0 2.91683
131 1.0 4.3107
132 2.0 2.92063
133 1.0 2.49026
134 1.0 4.31133
135 1.0 2.91777
136 1.0 2.48915
137 1.0 4.31586
138 1.0 3.84108
139 1.0 1.52783
140 1.0 2.49361
141 1.0 2.92158
142 1.0 2.48914
143 1.0 3.52098
;
param m :=143;
param l :=50;
end;
