param d:     1    2:=
1 49.0 1.526
2 1.0 1.76286
3 1.0 2.92254
4 47.0 2.49139
5 1.0 3.93976
6 29.0 2.92064
7 2.0 3.83817
8 10.0 2.48916
9 1.0 3.04835
10 1.0 1.52235
11 1.0 2.49026
12 4.0 2.91968
13 9.0 3.52256
14 1.0 3.83744
15 2.0 4.31392
16 5.0 4.57648
17 1.0 4.31134
18 1.0 3.83311
19 2.0 4.97832
20 1.0 4.30943
21 4.0 4.98055
22 3.0 3.83818
23 3.0 2.9197
24 5.0 3.52257
25 12.0 4.98278
26 5.0 4.31393
27 2.0 4.57649
28 2.0 4.57528
29 1.0 4.31522
30 1.0 3.83819
31 1.0 4.98167
32 1.0 4.31328
33 1.0 2.91874
34 2.0 3.52098
35 4.0 4.57587
36 12.0 4.31457
37 17.0 3.83962
38 1.0 4.98279
39 2.0 4.57527
40 1.0 3.52099
41 2.0 4.57526
42 1.0 4.57466
43 1.0 4.31652
44 1.0 4.57589
45 1.0 4.31199
46 1.0 4.57405
47 4.0 4.31264
48 5.0 3.83745
49 1.0 4.57223
50 2.0 4.3107
51 1.0 3.83601
52 2.0 4.31265
53 3.0 4.57588
54 1.0 4.31071
55 1.0 4.57346
56 1.0 3.83384
57 2.0 4.31072
58 2.0 4.57407
59 1.0 4.57226
60 1.0 4.31266
61 1.0 4.31201
62 1.0 4.57467
63 1.0 3.521
64 1.0 4.57406
65 1.0 4.9772
;
param m :=65;
param l :=50;
end;
